movieId,title,genres,release_year,primary_genre,secondary_genre,imdbId,tmdbId,movielens_url,imdb_url,tmdb_url,average_rating,consolidated_tags
707,Mulholland Falls,Crime Drama Thriller,1996,Thriller,Drama,117107,10990,https://movielens.org/movies/707,http://www.imdb.com/title/tt0117107/,https://www.themoviedb.org/movie/10990,2.88,bad
708,The Truth About Cats & Dogs,Comedy Romance,1996,Romance,Comedy,117979,8866,https://movielens.org/movies/708,http://www.imdb.com/title/tt0117979/,https://www.themoviedb.org/movie/8866,3.39,Veterinarian
709,Oliver & Company,Adventure Animation Children Comedy Musical,1988,Musical,Comedy,95776,12233,https://movielens.org/movies/709,http://www.imdb.com/title/tt0095776/,https://www.themoviedb.org/movie/12233,3.09,
710,Celtic Pride,Comedy,1996,Comedy,N/A,115851,23449,https://movielens.org/movies/710,http://www.imdb.com/title/tt0115851/,https://www.themoviedb.org/movie/23449,2.56,
711,Flipper,Adventure Children,1996,Children,Adventure,116322,36355,https://movielens.org/movies/711,http://www.imdb.com/title/tt0116322/,https://www.themoviedb.org/movie/36355,3.05,
714,Dead Man,Drama Mystery Western,1995,Western,Mystery,112817,922,https://movielens.org/movies/714,http://www.imdb.com/title/tt0112817/,https://www.themoviedb.org/movie/922,3.97,
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama Romance,1995,Romance,Drama,113362,11876,https://movielens.org/movies/715,http://www.imdb.com/title/tt0113362/,https://www.themoviedb.org/movie/11876,3.67,
718,"Visitors, The (Visiteurs, Les)",Comedy Fantasy Sci-Fi,1993,Sci-Fi,Fantasy,108500,11687,https://movielens.org/movies/718,http://www.imdb.com/title/tt0108500/,https://www.themoviedb.org/movie/11687,4.12,
719,Multiplicity,Comedy,1996,Comedy,N/A,117108,9304,https://movielens.org/movies/719,http://www.imdb.com/title/tt0117108/,https://www.themoviedb.org/movie/9304,2.84,
720,Wallace & Gromit: The Best of Aardman Animation,Adventure Animation Comedy,1996,Comedy,Animation,118114,503475,https://movielens.org/movies/720,http://www.imdb.com/title/tt0118114/,https://www.themoviedb.org/movie/503475,4.09,Aardman
722,The Haunted World of Edward D. Wood Jr.,Documentary,1996,Documentary,N/A,113270,73183,https://movielens.org/movies/722,http://www.imdb.com/title/tt0113270/,https://www.themoviedb.org/movie/73183,4.0,
724,The Craft,Drama Fantasy Horror Thriller,1996,Thriller,Horror,115963,9100,https://movielens.org/movies/724,http://www.imdb.com/title/tt0115963/,https://www.themoviedb.org/movie/9100,3.03,
725,The Great White Hype,Comedy,1996,Comedy,N/A,116448,20759,https://movielens.org/movies/725,http://www.imdb.com/title/tt0116448/,https://www.themoviedb.org/movie/20759,2.5,
726,Last Dance,Drama,1996,Drama,N/A,116827,46063,https://movielens.org/movies/726,http://www.imdb.com/title/tt0116827/,https://www.themoviedb.org/movie/46063,3.0,
728,Cold Comfort Farm,Comedy,1995,Comedy,N/A,112701,32513,https://movielens.org/movies/728,http://www.imdb.com/title/tt0112701/,https://www.themoviedb.org/movie/32513,3.5,In Netflix queue
731,Heaven's Prisoners,Crime Thriller,1996,Thriller,Crime,116508,36915,https://movielens.org/movies/731,http://www.imdb.com/title/tt0116508/,https://www.themoviedb.org/movie/36915,3.33,
733,The Rock,Action Adventure Thriller,1996,Thriller,Adventure,117500,9802,https://movielens.org/movies/733,http://www.imdb.com/title/tt0117500/,https://www.themoviedb.org/movie/9802,3.64,Alcatraz Michael Bay terrorism
735,Cemetery Man (Dellamorte Dellamore),Horror,1994,Horror,N/A,109592,21588,https://movielens.org/movies/735,http://www.imdb.com/title/tt0109592/,https://www.themoviedb.org/movie/21588,3.93,
736,Twister,Action Adventure Romance Thriller,1996,Thriller,Romance,117998,664,https://movielens.org/movies/736,http://www.imdb.com/title/tt0117998/,https://www.themoviedb.org/movie/664,3.32,Disaster
737,Barb Wire,Action Sci-Fi,1996,Sci-Fi,Action,115624,11867,https://movielens.org/movies/737,http://www.imdb.com/title/tt0115624/,https://www.themoviedb.org/movie/11867,2.65,
741,Ghost in the Shell (Kôkaku kidôtai),Animation Sci-Fi,1995,Sci-Fi,Animation,113568,9323,https://movielens.org/movies/741,http://www.imdb.com/title/tt0113568/,https://www.themoviedb.org/movie/9323,4.15,
742,Thinner,Horror Thriller,1996,Thriller,Horror,117894,10280,https://movielens.org/movies/742,http://www.imdb.com/title/tt0117894/,https://www.themoviedb.org/movie/10280,2.82,
743,Spy Hard,Comedy,1996,Comedy,N/A,117723,10535,https://movielens.org/movies/743,http://www.imdb.com/title/tt0117723/,https://www.themoviedb.org/movie/10535,2.52,
745,Wallace & Gromit: A Close Shave,Animation Children Comedy,1995,Comedy,Children,112691,532,https://movielens.org/movies/745,http://www.imdb.com/title/tt0112691/,https://www.themoviedb.org/movie/532,3.9,Aardman
747,The Stupids,Comedy,1996,Comedy,N/A,117768,16299,https://movielens.org/movies/747,http://www.imdb.com/title/tt0117768/,https://www.themoviedb.org/movie/16299,3.33,
748,The Arrival,Action Sci-Fi Thriller,1996,Thriller,Sci-Fi,115571,10547,https://movielens.org/movies/748,http://www.imdb.com/title/tt0115571/,https://www.themoviedb.org/movie/10547,3.11,aliens
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy War,1964,War,Comedy,57012,935,https://movielens.org/movies/750,http://www.imdb.com/title/tt0057012/,https://www.themoviedb.org/movie/935,4.27,dark comedy Atomic bomb black comedy satire purity of essence Slim Pickens Quirky
757,Ashes of Time (Dung che sai duk),Drama,1994,Drama,N/A,109688,40751,https://movielens.org/movies/757,http://www.imdb.com/title/tt0109688/,https://www.themoviedb.org/movie/40751,4.0,
759,Maya Lin: A Strong Clear Vision,Documentary,1994,Documentary,N/A,110480,85778,https://movielens.org/movies/759,http://www.imdb.com/title/tt0110480/,https://www.themoviedb.org/movie/85778,3.5,
760,Stalingrad,Drama War,1993,War,Drama,108211,11101,https://movielens.org/movies/760,http://www.imdb.com/title/tt0108211/,https://www.themoviedb.org/movie/11101,4.25,
761,The Phantom,Action Adventure,1996,Adventure,Action,117331,9826,https://movielens.org/movies/761,http://www.imdb.com/title/tt0117331/,https://www.themoviedb.org/movie/9826,2.79,
762,Striptease,Comedy Crime,1996,Crime,Comedy,117765,9879,https://movielens.org/movies/762,http://www.imdb.com/title/tt0117765/,https://www.themoviedb.org/movie/9879,2.41,
764,Heavy,Drama Romance,1995,Romance,Drama,113280,22621,https://movielens.org/movies/764,http://www.imdb.com/title/tt0113280/,https://www.themoviedb.org/movie/22621,3.5,
765,Jack,Comedy Drama,1996,Drama,Comedy,116669,7095,https://movielens.org/movies/765,http://www.imdb.com/title/tt0116669/,https://www.themoviedb.org/movie/7095,3.16,
766,I Shot Andy Warhol,Drama,1996,Drama,N/A,116594,26890,https://movielens.org/movies/766,http://www.imdb.com/title/tt0116594/,https://www.themoviedb.org/movie/26890,3.5,
773,Touki Bouki,Drama,1973,Drama,N/A,70820,77771,https://movielens.org/movies/773,http://www.imdb.com/title/tt0070820/,https://www.themoviedb.org/movie/77771,3.5,
775,Spirits of the Dead,Horror Mystery,1968,Mystery,Horror,63715,41225,https://movielens.org/movies/775,http://www.imdb.com/title/tt0063715/,https://www.themoviedb.org/movie/41225,3.0,
778,Trainspotting,Comedy Crime Drama,1996,Drama,Crime,117951,627,https://movielens.org/movies/778,http://www.imdb.com/title/tt0117951/,https://www.themoviedb.org/movie/627,4.04,based on a book dark comedy narrated drug abuse
779,'Til There Was You,Drama Romance,1997,Romance,Drama,118523,32872,https://movielens.org/movies/779,http://www.imdb.com/title/tt0118523/,https://www.themoviedb.org/movie/32872,4.0,
780,Independence Day (a.k.a. ID4),Action Adventure Sci-Fi Thriller,1996,Thriller,Sci-Fi,116629,602,https://movielens.org/movies/780,http://www.imdb.com/title/tt0116629/,https://www.themoviedb.org/movie/602,3.45,aliens
781,Stealing Beauty,Drama,1996,Drama,N/A,117737,14553,https://movielens.org/movies/781,http://www.imdb.com/title/tt0117737/,https://www.themoviedb.org/movie/14553,3.5,
782,The Fan,Drama Thriller,1996,Thriller,Drama,116277,9566,https://movielens.org/movies/782,http://www.imdb.com/title/tt0116277/,https://www.themoviedb.org/movie/9566,3.0,
783,The Hunchback of Notre Dame,Animation Children Drama Musical Romance,1996,Romance,Musical,116583,10545,https://movielens.org/movies/783,http://www.imdb.com/title/tt0116583/,https://www.themoviedb.org/movie/10545,3.33,
784,The Cable Guy,Comedy Thriller,1996,Thriller,Comedy,115798,9894,https://movielens.org/movies/784,http://www.imdb.com/title/tt0115798/,https://www.themoviedb.org/movie/9894,2.81,
785,Kingpin,Comedy,1996,Comedy,N/A,116778,11543,https://movielens.org/movies/785,http://www.imdb.com/title/tt0116778/,https://www.themoviedb.org/movie/11543,3.37,
786,Eraser,Action Drama Thriller,1996,Thriller,Drama,116213,9268,https://movielens.org/movies/786,http://www.imdb.com/title/tt0116213/,https://www.themoviedb.org/movie/9268,3.11,
788,The Nutty Professor,Comedy Fantasy Romance Sci-Fi,1996,Sci-Fi,Romance,117218,9327,https://movielens.org/movies/788,http://www.imdb.com/title/tt0117218/,https://www.themoviedb.org/movie/9327,2.73,
790,"Unforgettable Summer, An (Un été inoubliable)",Drama,1994,Drama,N/A,111546,81949,https://movielens.org/movies/790,http://www.imdb.com/title/tt0111546/,https://www.themoviedb.org/movie/81949,2.0,
791,"The Last Klezmer: Leopold Kozlowski, His Life and Music",Documentary,1994,Documentary,N/A,113610,,https://movielens.org/movies/791,http://www.imdb.com/title/tt0113610/,,4.0,
795,Somebody to Love,Drama,1994,Drama,N/A,111237,44535,https://movielens.org/movies/795,http://www.imdb.com/title/tt0111237/,https://www.themoviedb.org/movie/44535,3.5,
798,Daylight,Action Adventure Drama Thriller,1996,Thriller,Drama,116040,11228,https://movielens.org/movies/798,http://www.imdb.com/title/tt0116040/,https://www.themoviedb.org/movie/11228,2.71,
799,The Frighteners,Comedy Horror Thriller,1996,Thriller,Horror,116365,10779,https://movielens.org/movies/799,http://www.imdb.com/title/tt0116365/,https://www.themoviedb.org/movie/10779,3.46,
800,Lone Star,Drama Mystery Western,1996,Western,Mystery,116905,26748,https://movielens.org/movies/800,http://www.imdb.com/title/tt0116905/,https://www.themoviedb.org/movie/26748,4.16,In Netflix queue
801,Harriet the Spy,Children Comedy,1996,Comedy,Children,116493,38223,https://movielens.org/movies/801,http://www.imdb.com/title/tt0116493/,https://www.themoviedb.org/movie/38223,3.14,
802,Phenomenon,Drama Romance,1996,Romance,Drama,117333,9294,https://movielens.org/movies/802,http://www.imdb.com/title/tt0117333/,https://www.themoviedb.org/movie/9294,3.34,
803,Walking and Talking,Comedy Drama Romance,1996,Romance,Drama,118113,49963,https://movielens.org/movies/803,http://www.imdb.com/title/tt0118113/,https://www.themoviedb.org/movie/49963,4.0,
804,She's the One,Comedy Romance,1996,Romance,Comedy,117628,11363,https://movielens.org/movies/804,http://www.imdb.com/title/tt0117628/,https://www.themoviedb.org/movie/11363,3.25,
805,A Time to Kill,Drama Thriller,1996,Thriller,Drama,117913,1645,https://movielens.org/movies/805,http://www.imdb.com/title/tt0117913/,https://www.themoviedb.org/movie/1645,3.66,John Grisham
806,American Buffalo,Crime Drama,1996,Drama,Crime,115530,31546,https://movielens.org/movies/806,http://www.imdb.com/title/tt0115530/,https://www.themoviedb.org/movie/31546,1.5,
808,Alaska,Adventure Children,1996,Children,Adventure,115493,36344,https://movielens.org/movies/808,http://www.imdb.com/title/tt0115493/,https://www.themoviedb.org/movie/36344,3.5,
809,Fled,Action Adventure,1996,Adventure,Action,116320,18550,https://movielens.org/movies/809,http://www.imdb.com/title/tt0116320/,https://www.themoviedb.org/movie/18550,2.33,
810,Kazaam,Children Comedy Fantasy,1996,Fantasy,Comedy,116756,11511,https://movielens.org/movies/810,http://www.imdb.com/title/tt0116756/,https://www.themoviedb.org/movie/11511,2.25,
813,Larger Than Life,Comedy,1996,Comedy,N/A,116823,34170,https://movielens.org/movies/813,http://www.imdb.com/title/tt0116823/,https://www.themoviedb.org/movie/34170,2.8,
818,A Very Brady Sequel,Comedy,1996,Comedy,N/A,118073,12606,https://movielens.org/movies/818,http://www.imdb.com/title/tt0118073/,https://www.themoviedb.org/movie/12606,3.25,based on a TV show
823,"Collector, The (La collectionneuse)",Drama,1967,Drama,N/A,61495,4837,https://movielens.org/movies/823,http://www.imdb.com/title/tt0061495/,https://www.themoviedb.org/movie/4837,3.5,
824,Kaspar Hauser,Drama Mystery,1993,Mystery,Drama,110246,12632,https://movielens.org/movies/824,http://www.imdb.com/title/tt0110246/,https://www.themoviedb.org/movie/12632,4.0,
828,The Adventures of Pinocchio,Adventure Children,1996,Children,Adventure,115472,18975,https://movielens.org/movies/828,http://www.imdb.com/title/tt0115472/,https://www.themoviedb.org/movie/18975,3.33,
829,Joe's Apartment,Comedy Fantasy Musical,1996,Musical,Fantasy,116707,11962,https://movielens.org/movies/829,http://www.imdb.com/title/tt0116707/,https://www.themoviedb.org/movie/11962,2.67,
830,The First Wives Club,Comedy,1996,Comedy,N/A,116313,2925,https://movielens.org/movies/830,http://www.imdb.com/title/tt0116313/,https://www.themoviedb.org/movie/2925,3.07,adultery
832,Ransom,Crime Thriller,1996,Thriller,Crime,117438,3595,https://movielens.org/movies/832,http://www.imdb.com/title/tt0117438/,https://www.themoviedb.org/movie/3595,3.34,kidnapping GIVE ME BACK MY SON! It was melodramatic and kind of dumb Mel Gibson
833,High School High,Comedy,1996,Comedy,N/A,116531,9308,https://movielens.org/movies/833,http://www.imdb.com/title/tt0116531/,https://www.themoviedb.org/movie/9308,2.0,
835,Foxfire,Drama,1996,Drama,N/A,116353,18555,https://movielens.org/movies/835,http://www.imdb.com/title/tt0116353/,https://www.themoviedb.org/movie/18555,3.67,
836,Chain Reaction,Action Adventure Thriller,1996,Thriller,Adventure,115857,12123,https://movielens.org/movies/836,http://www.imdb.com/title/tt0115857/,https://www.themoviedb.org/movie/12123,2.88,seen at the cinema
837,Matilda,Children Comedy Fantasy,1996,Fantasy,Comedy,117008,10830,https://movielens.org/movies/837,http://www.imdb.com/title/tt0117008/,https://www.themoviedb.org/movie/10830,3.27,
838,Emma,Comedy Drama Romance,1996,Romance,Drama,116191,3573,https://movielens.org/movies/838,http://www.imdb.com/title/tt0116191/,https://www.themoviedb.org/movie/3573,3.92,Jane Austen
839,The Crow: City of Angels,Action Thriller,1996,Thriller,Action,115986,10546,https://movielens.org/movies/839,http://www.imdb.com/title/tt0115986/,https://www.themoviedb.org/movie/10546,2.83,
840,House Arrest,Children Comedy,1996,Comedy,Children,116571,18862,https://movielens.org/movies/840,http://www.imdb.com/title/tt0116571/,https://www.themoviedb.org/movie/18862,3.38,
841,"Eyes Without a Face (Yeux sans visage, Les)",Horror,1959,Horror,N/A,53459,31417,https://movielens.org/movies/841,http://www.imdb.com/title/tt0053459/,https://www.themoviedb.org/movie/31417,3.0,
842,Tales from the Crypt Presents: Bordello of Blood,Comedy Horror,1996,Horror,Comedy,117826,9431,https://movielens.org/movies/842,http://www.imdb.com/title/tt0117826/,https://www.themoviedb.org/movie/9431,2.54,
848,The Spitfire Grill,Drama,1996,Drama,N/A,117718,47907,https://movielens.org/movies/848,http://www.imdb.com/title/tt0117718/,https://www.themoviedb.org/movie/47907,3.29,
849,Escape from L.A.,Action Adventure Sci-Fi Thriller,1996,Thriller,Sci-Fi,116225,10061,https://movielens.org/movies/849,http://www.imdb.com/title/tt0116225/,https://www.themoviedb.org/movie/10061,2.92,
851,Basquiat,Drama,1996,Drama,N/A,115632,549,https://movielens.org/movies/851,http://www.imdb.com/title/tt0115632/,https://www.themoviedb.org/movie/549,2.83,
852,Tin Cup,Comedy Drama Romance,1996,Romance,Drama,117918,10478,https://movielens.org/movies/852,http://www.imdb.com/title/tt0117918/,https://www.themoviedb.org/movie/10478,3.17,golf
858,The Godfather,Crime Drama,1972,Drama,Crime,68646,238,https://movielens.org/movies/858,http://www.imdb.com/title/tt0068646/,https://www.themoviedb.org/movie/238,4.29,Mafia
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action Comedy Crime Thriller,1992,Thriller,Crime,104558,11134,https://movielens.org/movies/861,http://www.imdb.com/title/tt0104558/,https://www.themoviedb.org/movie/11134,3.83,
866,Bound,Crime Drama Romance Thriller,1996,Thriller,Romance,115736,9303,https://movielens.org/movies/866,http://www.imdb.com/title/tt0115736/,https://www.themoviedb.org/movie/9303,4.0,
867,Carpool,Comedy Crime,1996,Crime,Comedy,115836,23945,https://movielens.org/movies/867,http://www.imdb.com/title/tt0115836/,https://www.themoviedb.org/movie/23945,1.75,
869,Kansas City,Crime Drama Musical Thriller,1996,Thriller,Musical,116745,22479,https://movielens.org/movies/869,http://www.imdb.com/title/tt0116745/,https://www.themoviedb.org/movie/22479,3.67,
870,Gone Fishin',Comedy,1997,Comedy,N/A,119214,9054,https://movielens.org/movies/870,http://www.imdb.com/title/tt0119214/,https://www.themoviedb.org/movie/9054,1.0,
875,Nothing to Lose,Action Crime Drama,1994,Drama,Crime,110693,410921,https://movielens.org/movies/875,http://www.imdb.com/title/tt0110693/,https://www.themoviedb.org/movie/410921,3.5,
876,Supercop 2 (Project S) (Chao ji ji hua),Action Comedy Crime Thriller,1993,Thriller,Crime,106544,38955,https://movielens.org/movies/876,http://www.imdb.com/title/tt0106544/,https://www.themoviedb.org/movie/38955,5.0,
879,The Relic,Horror Thriller,1997,Thriller,Horror,120004,11015,https://movielens.org/movies/879,http://www.imdb.com/title/tt0120004/,https://www.themoviedb.org/movie/11015,3.0,
880,The Island of Dr. Moreau,Sci-Fi Thriller,1996,Thriller,Sci-Fi,116654,9306,https://movielens.org/movies/880,http://www.imdb.com/title/tt0116654/,https://www.themoviedb.org/movie/9306,2.74,
881,First Kid,Children Comedy,1996,Comedy,Children,116311,12559,https://movielens.org/movies/881,http://www.imdb.com/title/tt0116311/,https://www.themoviedb.org/movie/12559,2.1,
882,The Trigger Effect,Drama Thriller,1996,Thriller,Drama,117965,58770,https://movielens.org/movies/882,http://www.imdb.com/title/tt0117965/,https://www.themoviedb.org/movie/58770,2.0,
885,Bogus,Children Drama Fantasy,1996,Fantasy,Drama,115725,3587,https://movielens.org/movies/885,http://www.imdb.com/title/tt0115725/,https://www.themoviedb.org/movie/3587,2.5,
886,Bulletproof,Action Comedy Crime,1996,Crime,Comedy,115783,10723,https://movielens.org/movies/886,http://www.imdb.com/title/tt0115783/,https://www.themoviedb.org/movie/10723,2.67,
888,Land Before Time III: The Time of the Great Giving,Adventure Animation Children Musical,1995,Musical,Children,113596,19004,https://movielens.org/movies/888,http://www.imdb.com/title/tt0113596/,https://www.themoviedb.org/movie/19004,2.17,
889,1-900 (06),Drama Romance,1994,Romance,Drama,109001,101230,https://movielens.org/movies/889,http://www.imdb.com/title/tt0109001/,https://www.themoviedb.org/movie/101230,4.0,
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),Horror Thriller,1995,Thriller,Horror,113253,10987,https://movielens.org/movies/891,http://www.imdb.com/title/tt0113253/,https://www.themoviedb.org/movie/10987,3.8,
892,Twelfth Night,Comedy Drama Romance,1996,Romance,Drama,117991,44705,https://movielens.org/movies/892,http://www.imdb.com/title/tt0117991/,https://www.themoviedb.org/movie/44705,3.54,Shakespeare
893,Mother Night,Drama,1996,Drama,N/A,117093,20318,https://movielens.org/movies/893,http://www.imdb.com/title/tt0117093/,https://www.themoviedb.org/movie/20318,3.67,
896,Wild Reeds (Les roseaux sauvages),Drama,1994,Drama,N/A,111019,26933,https://movielens.org/movies/896,http://www.imdb.com/title/tt0111019/,https://www.themoviedb.org/movie/26933,2.5,
897,For Whom the Bell Tolls,Adventure Drama Romance War,1943,War,Romance,35896,27854,https://movielens.org/movies/897,http://www.imdb.com/title/tt0035896/,https://www.themoviedb.org/movie/27854,3.75,
898,The Philadelphia Story,Comedy Drama Romance,1940,Romance,Drama,32904,981,https://movielens.org/movies/898,http://www.imdb.com/title/tt0032904/,https://www.themoviedb.org/movie/981,4.31,divorce
899,Singin' in the Rain,Comedy Musical Romance,1952,Romance,Musical,45152,872,https://movielens.org/movies/899,http://www.imdb.com/title/tt0045152/,https://www.themoviedb.org/movie/872,4.07,movie business
900,An American in Paris,Musical Romance,1951,Romance,Musical,43278,2769,https://movielens.org/movies/900,http://www.imdb.com/title/tt0043278/,https://www.themoviedb.org/movie/2769,3.71,France
901,Funny Face,Comedy Musical,1957,Musical,Comedy,50419,13320,https://movielens.org/movies/901,http://www.imdb.com/title/tt0050419/,https://www.themoviedb.org/movie/13320,3.0,
902,Breakfast at Tiffany's,Drama Romance,1961,Romance,Drama,54698,164,https://movielens.org/movies/902,http://www.imdb.com/title/tt0054698/,https://www.themoviedb.org/movie/164,3.85,Capote
903,Vertigo,Drama Mystery Romance Thriller,1958,Thriller,Romance,52357,426,https://movielens.org/movies/903,http://www.imdb.com/title/tt0052357/,https://www.themoviedb.org/movie/426,4.03,falling Alfred Hitchcock Atmospheric imdb top 250 James Stewart
904,Rear Window,Mystery Thriller,1954,Thriller,Mystery,47396,567,https://movielens.org/movies/904,http://www.imdb.com/title/tt0047396/,https://www.themoviedb.org/movie/567,4.26,voyeurism imdb top 250 James Stewart mystery photographer photography
905,It Happened One Night,Comedy Romance,1934,Romance,Comedy,25316,3078,https://movielens.org/movies/905,http://www.imdb.com/title/tt0025316/,https://www.themoviedb.org/movie/3078,4.32,Screwball
906,Gaslight,Drama Thriller,1944,Thriller,Drama,36855,13528,https://movielens.org/movies/906,http://www.imdb.com/title/tt0036855/,https://www.themoviedb.org/movie/13528,4.14,Brooch
907,The Gay Divorcee,Comedy Musical Romance,1934,Romance,Musical,25164,28288,https://movielens.org/movies/907,http://www.imdb.com/title/tt0025164/,https://www.themoviedb.org/movie/28288,3.5,divorce
908,North by Northwest,Action Adventure Mystery Romance Thriller,1959,Thriller,Romance,53125,213,https://movielens.org/movies/908,http://www.imdb.com/title/tt0053125/,https://www.themoviedb.org/movie/213,4.18,Mount Rushmore Alfred Hitchcock imdb top 250
909,The Apartment,Comedy Drama Romance,1960,Romance,Drama,53604,284,https://movielens.org/movies/909,http://www.imdb.com/title/tt0053604/,https://www.themoviedb.org/movie/284,3.96,adultery
910,Some Like It Hot,Comedy Crime,1959,Crime,Comedy,53291,239,https://movielens.org/movies/910,http://www.imdb.com/title/tt0053291/,https://www.themoviedb.org/movie/239,4.01,men in drag
911,Charade,Comedy Crime Mystery Romance Thriller,1963,Thriller,Romance,56923,4808,https://movielens.org/movies/911,http://www.imdb.com/title/tt0056923/,https://www.themoviedb.org/movie/4808,3.81,heist
912,Casablanca,Drama Romance,1942,Romance,Drama,34583,289,https://movielens.org/movies/912,http://www.imdb.com/title/tt0034583/,https://www.themoviedb.org/movie/289,4.24,start of a beautiful friendship
913,The Maltese Falcon,Film-Noir Mystery,1941,Mystery,Film-Noir,33870,963,https://movielens.org/movies/913,http://www.imdb.com/title/tt0033870/,https://www.themoviedb.org/movie/963,4.17,statue
914,My Fair Lady,Comedy Drama Musical Romance,1964,Romance,Musical,58385,11113,https://movielens.org/movies/914,http://www.imdb.com/title/tt0058385/,https://www.themoviedb.org/movie/11113,4.04,George Bernard Shaw
915,Sabrina,Comedy Romance,1954,Romance,Comedy,47437,6620,https://movielens.org/movies/915,http://www.imdb.com/title/tt0047437/,https://www.themoviedb.org/movie/6620,3.77,rich guy - poor girl
916,Roman Holiday,Comedy Drama Romance,1953,Romance,Drama,46250,804,https://movielens.org/movies/916,http://www.imdb.com/title/tt0046250/,https://www.themoviedb.org/movie/804,4.06,Italy royalty
917,The Little Princess,Children Drama,1939,Drama,Children,31580,26531,https://movielens.org/movies/917,http://www.imdb.com/title/tt0031580/,https://www.themoviedb.org/movie/26531,3.5,
918,Meet Me in St. Louis,Musical,1944,Musical,N/A,37059,909,https://movielens.org/movies/918,http://www.imdb.com/title/tt0037059/,https://www.themoviedb.org/movie/909,4.1,1900s
919,The Wizard of Oz,Adventure Children Fantasy Musical,1939,Musical,Fantasy,32138,630,https://movielens.org/movies/919,http://www.imdb.com/title/tt0032138/,https://www.themoviedb.org/movie/630,3.88,Dorothy Toto
920,Gone with the Wind,Drama Romance War,1939,War,Romance,31381,770,https://movielens.org/movies/920,http://www.imdb.com/title/tt0031381/,https://www.themoviedb.org/movie/770,3.64,Civil War
921,My Favorite Year,Comedy,1982,Comedy,N/A,84370,31044,https://movielens.org/movies/921,http://www.imdb.com/title/tt0084370/,https://www.themoviedb.org/movie/31044,3.39,television
922,Sunset Blvd. (a.k.a. Sunset Boulevard),Drama Film-Noir Romance,1950,Romance,Film-Noir,43014,599,https://movielens.org/movies/922,http://www.imdb.com/title/tt0043014/,https://www.themoviedb.org/movie/599,4.33,movies eerie movie business
923,Citizen Kane,Drama Mystery,1941,Mystery,Drama,33467,15,https://movielens.org/movies/923,http://www.imdb.com/title/tt0033467/,https://www.themoviedb.org/movie/15,4.04,Rosebud
924,2001: A Space Odyssey,Adventure Drama Sci-Fi,1968,Sci-Fi,Drama,62622,62,https://movielens.org/movies/924,http://www.imdb.com/title/tt0062622/,https://www.themoviedb.org/movie/62,3.89,Hal space aliens apes Arthur C. Clarke artificial intelligence atmospheric cinematography classic computer confusing ending cult film Dull future futuristic imdb top 250 masterpiece meditative music mystery Oscar (Best Effects - Visual Effects) overrated philosophical relaxing revolutionary robots sci-fi setting:space/space ship slow slow paced soundtrack space travel spacecraft Stanley Kubrick superb soundtrack surreal technology tedious visual visually appealing
926,All About Eve,Drama,1950,Drama,N/A,42192,705,https://movielens.org/movies/926,http://www.imdb.com/title/tt0042192/,https://www.themoviedb.org/movie/705,4.23,Hollywood
927,The Women,Comedy,1939,Comedy,N/A,32143,22490,https://movielens.org/movies/927,http://www.imdb.com/title/tt0032143/,https://www.themoviedb.org/movie/22490,4.0,divorce
928,Rebecca,Drama Mystery Romance Thriller,1940,Thriller,Romance,32976,223,https://movielens.org/movies/928,http://www.imdb.com/title/tt0032976/,https://www.themoviedb.org/movie/223,4.17,Mrs. DeWinter
929,Foreign Correspondent,Drama Film-Noir Mystery Thriller,1940,Thriller,Mystery,32484,25670,https://movielens.org/movies/929,http://www.imdb.com/title/tt0032484/,https://www.themoviedb.org/movie/25670,3.5,Europe journalism war
930,Notorious,Film-Noir Romance Thriller,1946,Thriller,Romance,38787,303,https://movielens.org/movies/930,http://www.imdb.com/title/tt0038787/,https://www.themoviedb.org/movie/303,4.25,assassination
931,Spellbound,Mystery Romance Thriller,1945,Thriller,Romance,38109,4174,https://movielens.org/movies/931,http://www.imdb.com/title/tt0038109/,https://www.themoviedb.org/movie/4174,3.83,amnesia
932,An Affair to Remember,Drama Romance,1957,Romance,Drama,50105,8356,https://movielens.org/movies/932,http://www.imdb.com/title/tt0050105/,https://www.themoviedb.org/movie/8356,3.94,
933,To Catch a Thief,Crime Mystery Romance Thriller,1955,Thriller,Romance,48728,381,https://movielens.org/movies/933,http://www.imdb.com/title/tt0048728/,https://www.themoviedb.org/movie/381,4.22,
934,Father of the Bride,Comedy,1950,Comedy,N/A,42451,20758,https://movielens.org/movies/934,http://www.imdb.com/title/tt0042451/,https://www.themoviedb.org/movie/20758,3.25,wedding
935,The Band Wagon,Comedy Musical,1953,Musical,Comedy,45537,29376,https://movielens.org/movies/935,http://www.imdb.com/title/tt0045537/,https://www.themoviedb.org/movie/29376,3.83,
936,Ninotchka,Comedy Romance,1939,Romance,Comedy,31725,1859,https://movielens.org/movies/936,http://www.imdb.com/title/tt0031725/,https://www.themoviedb.org/movie/1859,4.0,Cold War Russia
937,Love in the Afternoon,Comedy Romance,1957,Romance,Comedy,50658,18299,https://movielens.org/movies/937,http://www.imdb.com/title/tt0050658/,https://www.themoviedb.org/movie/18299,3.5,
